1.000000E+000 1.186280E-002 -9.500479E+001 
1.000000E+001 1.108047E-001 -1.525760E+002 
1.000000E-001 1.196056E-003 -5.951360E+001 
1.010000E+001 1.117847E-001 -1.532539E+002 
1.020000E+001 1.127628E-001 -1.539332E+002 
1.030000E+001 1.137392E-001 -1.546139E+002 
1.040000E+001 1.147140E-001 -1.552959E+002 
1.050000E+001 1.156872E-001 -1.559792E+002 
1.060000E+001 1.166589E-001 -1.566638E+002 
1.070000E+001 1.176292E-001 -1.573498E+002 
1.080000E+001 1.185983E-001 -1.580370E+002 
1.090000E+001 1.195661E-001 -1.587256E+002 
1.100000E+000 1.306043E-002 -9.528947E+001 
1.100000E+001 1.205328E-001 -1.594154E+002 
1.110000E+001 1.214985E-001 -1.601064E+002 
1.120000E+001 1.224634E-001 -1.607987E+002 
1.130000E+001 1.234275E-001 -1.614921E+002 
1.140000E+001 1.243909E-001 -1.621868E+002 
1.150000E+001 1.253539E-001 -1.628826E+002 
1.160000E+001 1.263164E-001 -1.635795E+002 
1.170000E+001 1.272787E-001 -1.642775E+002 
1.180000E+001 1.282408E-001 -1.649766E+002 
1.190000E+001 1.292029E-001 -1.656768E+002 
1.200000E+000 1.425395E-002 -9.565302E+001 
1.200000E+001 1.301652E-001 -1.663780E+002 
1.210000E+001 1.311278E-001 -1.670802E+002 
1.220000E+001 1.320908E-001 -1.677833E+002 
1.230000E+001 1.330544E-001 -1.684874E+002 
1.240000E+001 1.340188E-001 -1.691924E+002 
1.250000E+001 1.349840E-001 -1.698983E+002 
1.260000E+001 1.359502E-001 -1.706050E+002 
1.270000E+001 1.369177E-001 -1.713125E+002 
1.280000E+001 1.378864E-001 -1.720209E+002 
1.290000E+001 1.388567E-001 -1.727299E+002 
1.300000E+000 1.544373E-002 -9.607941E+001 
1.300000E+001 1.398287E-001 -1.734397E+002 
1.310000E+001 1.408025E-001 -1.741502E+002 
1.320000E+001 1.417783E-001 -1.748614E+002 
1.330000E+001 1.427562E-001 -1.755732E+002 
1.340000E+001 1.437364E-001 -1.762856E+002 
1.350000E+001 1.447190E-001 -1.769985E+002 
1.360000E+001 1.457043E-001 -1.777120E+002 
1.370000E+001 1.466924E-001 -1.784260E+002 
1.380000E+001 1.476833E-001 -1.791405E+002 
1.390000E+001 1.486774E-001 -1.798554E+002 
1.400000E+000 1.663028E-002 -9.655560E+001 
1.400000E+001 1.496747E-001 1.794293E+002 
1.410000E+001 1.506754E-001 1.787136E+002 
1.420000E+001 1.516796E-001 1.779975E+002 
1.430000E+001 1.526876E-001 1.772811E+002 
1.440000E+001 1.536993E-001 1.765644E+002 
1.450000E+001 1.547151E-001 1.758475E+002 
1.460000E+001 1.557349E-001 1.751303E+002 
1.470000E+001 1.567590E-001 1.744129E+002 
1.480000E+001 1.577876E-001 1.736954E+002 
1.490000E+001 1.588206E-001 1.729777E+002 
1.500000E+000 1.781412E-002 -9.707120E+001 
1.500000E+001 1.598583E-001 1.722599E+002 
1.510000E+001 1.609009E-001 1.715420E+002 
1.520000E+001 1.619483E-001 1.708240E+002 
1.530000E+001 1.630008E-001 1.701060E+002 
1.540000E+001 1.640584E-001 1.693880E+002 
1.550000E+001 1.651214E-001 1.686701E+002 
1.560000E+001 1.661897E-001 1.679522E+002 
1.570000E+001 1.672635E-001 1.672343E+002 
1.580000E+001 1.683429E-001 1.665166E+002 
1.590000E+001 1.694281E-001 1.657990E+002 
1.600000E+000 1.899574E-002 -9.761797E+001 
1.600000E+001 1.705191E-001 1.650816E+002 
1.610000E+001 1.716159E-001 1.643644E+002 
1.620000E+001 1.727188E-001 1.636474E+002 
1.630000E+001 1.738278E-001 1.629306E+002 
1.640000E+001 1.749429E-001 1.622141E+002 
1.650000E+001 1.760644E-001 1.614979E+002 
1.660000E+001 1.771921E-001 1.607819E+002 
1.670000E+001 1.783263E-001 1.600664E+002 
1.680000E+001 1.794669E-001 1.593511E+002 
1.690000E+001 1.806141E-001 1.586363E+002 
1.700000E+000 2.017560E-002 -9.818945E+001 
1.700000E+001 1.817679E-001 1.579219E+002 
1.710000E+001 1.829283E-001 1.572079E+002 
1.720000E+001 1.840955E-001 1.564943E+002 
1.730000E+001 1.852695E-001 1.557813E+002 
1.740000E+001 1.864503E-001 1.550687E+002 
1.750000E+001 1.876380E-001 1.543566E+002 
1.760000E+001 1.888325E-001 1.536451E+002 
1.770000E+001 1.900340E-001 1.529341E+002 
1.780000E+001 1.912425E-001 1.522237E+002 
1.790000E+001 1.924580E-001 1.515140E+002 
1.800000E+000 2.135404E-002 -9.878054E+001 
1.800000E+001 1.936805E-001 1.508048E+002 
1.810000E+001 1.949101E-001 1.500962E+002 
1.820000E+001 1.961467E-001 1.493883E+002 
1.830000E+001 1.973904E-001 1.486811E+002 
1.840000E+001 1.986413E-001 1.479745E+002 
1.850000E+001 1.998992E-001 1.472687E+002 
1.860000E+001 2.011642E-001 1.465636E+002 
1.870000E+001 2.024363E-001 1.458592E+002 
1.880000E+001 2.037155E-001 1.451555E+002 
1.890000E+001 2.050018E-001 1.444526E+002 
