# Output from "simple" SuperMix based program
# Scanning LO_POWER from 5.000000 to 300.000000 nW in steps of 5.000000 nW
#
# FREQUENCY 700.000000 GHz
# BIAS 2.000000 mV
# LO_POWER 180.000000 nW
#
# Data from mixer.conf
#
# TEMP 2.500000 K
# Z0 20.000000 Ohms
# IF_FREQ 5.000000 GHz
# IF_Z0 50.000000 Ohms
# HARMONICS 1
#
# IV_CURVE 31Jul03_unpump.IV
# KK_CURVE 31Jul03_unpump.KK
# RNA 20.000000 Ohm*um^2
# SCAP 65.000000 fF/um^2
# AREA 1.000000 um^2
# VGAP 2.820000 mV
#
# TUNER_TYPE BELITSKY
# BELITSKY_INPUT_STRIP 48.500000 7.000000
# BELITSKY_TUNING_STRIP 14.000000 5.000000
#
# TOP_DEFAULT NB
# TOP_THICKNESS 4000.000000
# GROUND_DEFAULT NB
# GROUND_THICKNESS 4000.000000
# INSUL_DEFAULT SIO
# INSUL_THICKNESS 4250.000000
# COVER_DEFAULT AIR
# COVER_THICKNESS 100000.000000
#
# NB_PROPERTIES 3.050000 9.400000 5.000000
# NBTIN_PROPERTIES 5.000000 15.750000 30.000000
# SIO_PROPERTIES 5.800000 0.000000
# AIR_PROPERTIES 1.000000 0.000000
#
# End of configuration file data
# 
# building the mixer...
# building tuner...
# tuner complete
# building IV curves...
# IV curves complete
# built mixer
# Junction 1 Embedding Impedance : 0.107089+-0.119150i
# Junction 2 Embedding Impedance : 0.053738+-0.219349i
# 
# Results:
#
# LO_POWER (nW)| LSB Gain | USB Gain | IF Output 0K (K)| IF Output 77K (K)| IF Output 297K (K)| DC Current (junc 1) (uA)| DC Current (junc 2) (uA)
250.000000      0.321378      0.321221      7.358490      20.039747      65.276345      37.420421      29.808801
255.000000      0.319237      0.319072      7.310078      19.822600      64.457285      37.985303      30.258861
260.000000      0.317060      0.316889      7.260465      19.602604      63.629497      38.546508      30.706595
265.000000      0.314851      0.314673      7.209785      19.380249      62.794738      39.104055      31.152018
270.000000      0.312614      0.312429      7.158163      19.155988      61.954638      39.657965      31.595142
275.000000      0.310352      0.310161      7.105718      18.930246      61.110709      40.208256      32.035979
280.000000      0.308068      0.307871      7.052559      18.703414      60.264348      40.754947      32.474542
285.000000      0.305766      0.305562      6.998791      18.475856      59.416848      41.298058      32.910843
290.000000      0.303447      0.303237      6.944510      18.247910      58.569399      41.837607      33.344894
295.000000      0.301116      0.300900      6.889807      18.019885      57.723097      42.373613      33.776709
300.000000      0.298773      0.298551      6.834767      17.792068      56.878951      42.906095      34.206297
