# QTMix Mixer Data
# 
# IV data file: /data/simulations/SuperMix-basics/Ideal_30.idc
# KK data file: /data/simulations/SuperMix-basics/Ideal_30_SM.ikk
# 
# Impedances:
# 	IF:		1 + 0i
# 	Fundamental:	 1 + 0i
# 	Harmonic 1 :	 1 + 0i
# 	Harmonic 2 : 	 1 + 0i
# 
# Actual Impedances:
# 	IF:		1 + -0i
# 	EmbImp.Z = 1 + 0i
# 	LO:		1 + -0i
# Operating Point:
# Bias       : 0.9
# LO Freq    : 0.2
# LO Voltage : 0.85
# IF Freq    : 0.01
# 
# Harmonics : 5
# 
# Scan variable : Bias
# 
# X Axis | Unpump DC | Unpump KK | Pump DC | LSB Gain | USB Gain | IF Output | Noise Temp | LO Fundamental Current | LO 1st Harmonic | LO 2nd Harmonic | LO 3rd Harmonic | LO 4th Harmonic
0	0	0	3.72596e-19	1.52764e-16	9.46261e-17	0.184321	2.05851e+31	0.128069	4.3475e-18	0.0529252	1.19304e-18	0.0289927
0.02	9.38138e-96	0.000254772	0.00345351	0.0485518	0.0378404	0.188732	131.806	0.12662	0.0109832	0.0516255	0.00256536	0.0269816
0.04	6.39877e-82	0.00101965	0.00567431	0.0804638	0.0691096	0.199932	41.8607	0.123508	0.0186136	0.0493869	0.00492891	0.022747
0.06	7.89093e-73	0.00229572	0.00660738	0.0945134	0.0855561	0.210741	28.7903	0.120916	0.0229896	0.0478664	0.00702765	0.0190049
0.08	4.85907e-66	0.00408519	0.00686669	0.0981894	0.0902356	0.217709	26.7375	0.119893	0.0258123	0.0470014	0.00921304	0.0165194
0.1	1.30544e-60	0.00639083	0.00688311	0.0972999	0.089828	0.221776	27.4848	0.120585	0.0283243	0.0463406	0.0118986	0.0149042
0.12	4.41859e-56	0.00921655	0.00692184	0.093886	0.0885718	0.223607	28.5032	0.123121	0.0313478	0.0454635	0.0154937	0.0136825
0.14	3.41052e-52	0.0125669	0.00742486	0.0887091	0.0908144	0.222384	26.9646	0.127804	0.0358655	0.043759	0.0205181	0.0123924
0.16	8.65367e-49	0.0164476	0.00945341	0.0870083	0.103369	0.219498	20.5423	0.134531	0.0433382	0.0402829	0.0272658	0.0105413
0.18	9.20354e-46	0.0208651	0.0142836	0.104722	0.131894	0.231691	13.3185	0.140833	0.0542457	0.0351592	0.0340137	0.00819406
0.2	4.86705e-43	0.0258272	0.0206675	0.155126	0.175709	0.290304	9.40293	0.142549	0.06524	0.0314262	0.0368627	0.00629427
0.22	1.45037e-40	0.0313424	0.0255575	0.220403	0.224134	0.388533	7.73415	0.139965	0.0726958	0.0300535	0.03556	0.00542911
0.24	2.67705e-38	0.0374207	0.0281711	0.270572	0.261231	0.479732	7.02991	0.136784	0.0767012	0.030089	0.0331833	0.00556148
0.26	3.29301e-36	0.0440731	0.0293135	0.298571	0.281545	0.538515	6.79365	0.135082	0.078844	0.03122	0.0313078	0.00644539
0.28	2.86017e-34	0.0513121	0.0297162	0.311231	0.290024	0.569186	6.76686	0.135312	0.0804275	0.0330645	0.0299978	0.00796789
0.3	1.8374e-32	0.0591517	0.0297774	0.314156	0.291354	0.580294	6.83606	0.137612	0.0820464	0.0354597	0.0289436	0.0102091
0.32	9.06659e-31	0.0676072	0.0298638	0.304947	0.285151	0.563307	6.92782	0.142535	0.083908	0.0384471	0.0277572	0.0135072
0.34	3.54531e-29	0.076696	0.030889	0.273444	0.267319	0.490677	6.86649	0.151348	0.0860742	0.0420308	0.0257742	0.0185414
