# QTMix Mixer Data
# 
# Globals:
#    Temperature     : 4.2 K
#    Z0              : 20 Ohms
#    IF Z0           : 20 Ohms
# 
# Operating Point:
#    Bias            : 2.1 mV
#    LO Freq         : 660 GHz
#    LO Voltage      : 162.393 nW
#    LO Temperature  : 0 K
#    IF Freq         : 5 GHz
#    Harmonics : 1
# 
# Junction Properties:
#    IV data file    : /data/simulations/QTMix-Belitsky/idc.dat
#    KK data file    : /data/simulations/QTMix-Belitsky/ikk.dat
#    Rn              : 20 Ohm
#    Capacitance     : 57 fF
# 
# Material Properties:
#    Dielectric constant         : 5.8
#    Dielectric loss             : 4 10e-4
#    Superconductor Tc           : 9.23 K
#    Superconductor Vgap         : 2.8 mV
#    Superconductor RhoN         : 5 uOhm cm
#    Superconductor thickness    : 0.4 um
#    Metal Resistivity           : 0 uOhm cm
#    Metal thickness             : 0 um
# 
# Tuner: /data/simulations/QTMix-Sonnet/dut.d
# 
# RF Choke:
#    Enabled : Yes
#    Top conductor   : Superconductor
#    Ground plane    : Superconductor
#    Width           : 3 um
#    Length          : 39 um
#    Height          : 0.4 um
#    Radius          : 30 um
#    Angle           : 180 deg
# 
# Scan variable : LO Frequency
# 
# X Axis | Unpump DC | Unpump KK | Pump DC | LSB Gain | USB Gain | IF Output | Noise Temp | LO Fundamental Current | Junction Zemb
600	1161.93	0.94454	0.0246392	0.118398	0.132005	16.301	123.488	0.251373	0.139847 0.324238	-4.02645
601	1163.86	0.944592	0.0248478	0.124139	0.13875	16.9546	122.195	0.253489	0.142545 0.327699	-3.96952
602	1165.8	0.944644	0.0250617	0.128942	0.144368	17.4503	120.874	0.255643	0.145323 0.331209	-3.91238
603	1167.74	0.944697	0.0252804	0.133331	0.14949	17.8702	119.541	0.257834	0.148183 0.334765	-3.85506
604	1169.67	0.944749	0.0255035	0.137516	0.154366	18.2468	118.205	0.26006	0.151126 0.338368	-3.79757
605	1171.61	0.9448	0.0257309	0.141608	0.159124	18.597	116.871	0.262318	0.154156 0.342017	-3.73992
606	1173.55	0.944852	0.0259624	0.145665	0.163832	18.9296	115.543	0.264608	0.157274 0.345711	-3.68215
607	1175.48	0.944904	0.0261978	0.149725	0.168535	19.2504	114.222	0.266929	0.160483 0.349449	-3.62427
608	1177.42	0.944956	0.026437	0.153813	0.173263	19.5633	112.911	0.26928	0.163785 0.35323	-3.56631
609	1179.36	0.945007	0.0266799	0.157951	0.178041	19.8711	111.61	0.27166	0.167184 0.357054	-3.5083
610	1181.29	0.945059	0.0269263	0.16215	0.182885	20.1757	110.319	0.274067	0.170681 0.360918	-3.45026
611	1183.23	0.94511	0.0271763	0.166421	0.187806	20.4783	109.04	0.276502	0.17428 0.364822	-3.39221
612	1185.17	0.945162	0.0274297	0.170773	0.192817	20.7803	107.773	0.278964	0.177983 0.368766	-3.33417
613	1187.1	0.945213	0.0276866	0.175212	0.197925	21.0825	106.518	0.281454	0.181797 0.372752	-3.27613
614	1189.04	0.945264	0.0279471	0.179736	0.20313	21.3846	105.276	0.283971	0.185724 0.37678	-3.2181
615	1190.98	0.945315	0.0282111	0.184345	0.208431	21.6866	104.047	0.286517	0.189771 0.380852	-3.16007
616	1192.91	0.945366	0.0284787	0.189039	0.213831	21.9887	102.832	0.28909	0.193941 0.384968	-3.10205
617	1194.85	0.945417	0.0287499	0.193817	0.219327	22.2906	101.632	0.291692	0.198239 0.38913	-3.04404
618	1196.79	0.945468	0.0290247	0.198677	0.224918	22.5921	100.446	0.294322	0.202673 0.393338	-2.98604
619	1198.72	0.945519	0.0293032	0.20362	0.230603	22.8932	99.2756	0.29698	0.207247 0.397594	-2.92806
620	1200.66	0.945569	0.0295853	0.208648	0.236386	23.1943	98.1208	0.299668	0.211967 0.401897	-2.8701
621	1202.6	0.94562	0.0298712	0.213763	0.242267	23.4955	96.9818	0.302384	0.21684 0.40625	-2.81216
622	1204.53	0.94567	0.0301607	0.218963	0.248245	23.7965	95.8589	0.30513	0.221873 0.41065	-2.75424
623	1206.47	0.945721	0.0304539	0.224246	0.254316	24.0971	94.7523	0.307904	0.227074 0.415097	-2.69637
624	1208.41	0.945771	0.0307507	0.229612	0.26048	24.3971	93.6623	0.310707	0.232448 0.419589	-2.63855
625	1210.34	0.945821	0.0310512	0.235057	0.266731	24.6964	92.5891	0.313539	0.238004 0.424125	-2.58079
626	1212.28	0.945872	0.0313553	0.240578	0.273065	24.9944	91.5328	0.3164	0.243751 0.428701	-2.52309
627	1214.22	0.945922	0.031663	0.246172	0.279477	25.2911	90.4942	0.319289	0.249697 0.433317	-2.46547
628	1216.15	0.945972	0.0319742	0.251833	0.285957	25.5857	89.4742	0.322207	0.25585 0.437969	-2.40794
629	1218.09	0.946022	0.032289	0.257556	0.292495	25.8781	88.4735	0.325153	0.262219 0.442653	-2.35051
630	1220.03	0.946072	0.0326073	0.263335	0.299083	26.1677	87.493	0.328127	0.268816 0.447367	-2.29318
631	1221.96	0.946121	0.0329291	0.269163	0.305709	26.4541	86.5334	0.33113	0.275648 0.452106	-2.23597
632	1223.9	0.946171	0.0332541	0.275032	0.312359	26.7365	85.5955	0.334159	0.282724 0.456865	-2.1789
633	1225.84	0.946221	0.0335822	0.28093	0.319016	27.0142	84.68	0.337213	0.29005 0.461639	-2.12203
634	1227.77	0.94627	0.033913	0.286844	0.325658	27.286	83.7874	0.340291	0.297635 0.466423	-2.06538
635	1229.71	0.94632	0.0342463	0.292759	0.332264	27.5508	82.9185	0.343391	0.305485 0.471209	-2.00899
