# Output from "simple" SuperMix based program
# Scanning IF_FREQ from 0.100000 to 50.000000 GHz in steps of 0.100000 GHz
#
# FREQUENCY 650.000000 GHz
# BIAS 2.300000 mV
# LO_POWER 50.000000 nW
#
# Data from mixer.conf
#
# TEMP 4.200000 K
# Z0 20.000000 Ohms
# IF_FREQ 1.000000 GHz
# IF_Z0 50.000000 Ohms
# HARMONICS 3
#
# IV_CURVE unpump.IV
# KK_CURVE unpump.KK
# RNA 20.000000 Ohm*um^2
# SCAP 75.000000 fF/um^2
# AREA 0.500000 um^2
# VGAP 2.770000 mV
#
# TUNER_TYPE BEL_WITH_RFCHOKE
# BELITSKY_INPUT_STRIP 65.000000 12.000000 0.475000
# BELITSKY_TUNING_STRIP 25.000000 2.500000 0.475000
# RF_CHOKE_TYPE FILTER
# FILTER_CHOKE_SECTIONS 6
# FILTER_CHOKE_INPUT 9.000000 2.500000
# FILTER_CHOKE_LINE1 42.000000 14.000000
# FILTER_CHOKE_OUTPUT 42.000000 3.000000
#
# TOP_DEFAULT NB
# TOP_THICKNESS 4000.000000
# GROUND_DEFAULT NB
# GROUND_THICKNESS 4000.000000
# INSUL_DEFAULT SIO
# INSUL_THICKNESS 4750.000000
# COVER_DEFAULT AIR
# COVER_THICKNESS 100000.000000
#
# NB_PROPERTIES 3.050000 9.400000 5.000000
# NBTIN_PROPERTIES 5.000000 15.750000 30.000000
# SIO_PROPERTIES 5.800000 0.000000
# AIR_PROPERTIES 1.000000 0.000000
#
# End of configuration file data
# 
# building the mixer...
# building tuner...
# tuner complete
# building IV curves...
# IV curves complete
# built mixer
# Junction 1 LO Embedding Impedance : 0.272761+-0.056893i
# Junction 2 LO Embedding Impedance : 0.804534+1.168748i
# 
# Junction 1 IF Embedding Impedance : 0.084116+0.129357i
# Junction 2 IF Embedding Impedance : 0.008701+0.146863i
# 
# Junction 1 LSB Embedding Impedance : 0.272562+-0.053458i
# Junction 2 LSB Embedding Impedance : 0.674423+1.105820i
# 
# Junction 1 USB Embedding Impedance : 0.272878+-0.060316i
# Junction 2 USB Embedding Impedance : 0.956995+1.220639i
# 
# Results:
#
# IF_FREQ (GHz)| LSB Gain | USB Gain | IF Output 0K (K)| IF Output 77K (K)| IF Output 297K (K)| DC Current (junc 1) (uA)| DC Current (junc 2) (uA)
0.100000      0.065438      0.065656      3.691330      4.227976      6.111721      2.984017      3.061761
0.200000      0.092292      0.092598      3.854656      4.922116      8.669132      3.088103      3.243492
0.300000      0.112726      0.113099      4.016945      5.609396      11.199246      3.191921      3.424856
0.400000      0.129808      0.130235      4.178194      6.289824      13.702108      3.295471      3.605852
0.500000      0.144732      0.145205      4.338398      6.963408      16.177769      3.398756      3.786480
0.600000      0.158108      0.158623      4.497556      7.630159      18.626281      3.501775      3.966741
0.700000      0.170303      0.170854      4.655665      8.290086      21.047701      3.604530      4.146633
0.800000      0.181555      0.182140      4.812723      8.943201      23.442089      3.707022      4.326158
0.900000      0.192030      0.192646      4.968727      9.589516      25.809507      3.809251      4.505315
1.000000      0.201850      0.202493      5.123675      10.229044      28.150023      3.911219      4.684103
1.100000      0.211106      0.211775      5.277565      10.861799      30.463705      4.012927      4.862524
1.200000      0.219870      0.220563      5.430396      11.487797      32.750625      4.114376      5.040577
1.300000      0.228199      0.228913      5.582166      12.107051      35.010860      4.215566      5.218262
1.400000      0.236138      0.236874      5.732874      12.719580      37.244487      4.316499      5.395578
1.500000      0.243727      0.244482      5.882518      13.325399      39.451590      4.417176      5.572527
1.600000      0.250998      0.251771      6.031097      13.924527      41.632251      4.517596      5.749107
1.700000      0.257978      0.258767      6.178611      14.516983      43.786558      4.617763      5.925319
1.800000      0.264689      0.265495      6.325058      15.102785      45.914602      4.717676      6.101163
1.900000      0.271153      0.271973      6.470439      15.681955      48.016475      4.817336      6.276638
2.000000      0.277387      0.278221      6.614752      16.254513      50.092274      4.916744      6.451746
2.100000      0.283406      0.284253      6.757999      16.820480      52.142096      5.015902      6.626485
2.200000      0.289225      0.290083      6.900177      17.379880      54.166043      5.114809      6.800856
2.300000      0.294854      0.295724      7.041288      17.932734      56.164218      5.213468      6.974858
2.400000      0.300306      0.301186      7.181332      18.479068      58.136727      5.311879      7.148492
2.500000      0.305590      0.306480      7.320310      19.018904      60.083679      5.410043      7.321758
2.600000      0.310715      0.311614      7.458221      19.552269      62.005184      5.507961      7.494656
2.700000      0.315689      0.316596      7.595066      20.079187      63.901358      5.605633      7.667185
2.800000      0.320520      0.321434      7.730847      20.599686      65.772314      5.703061      7.839347
2.900000      0.325213      0.326134      7.865564      21.113792      67.618171      5.800246      8.011139
3.000000      0.329776      0.330703      7.999219      21.621533      69.439049      5.897188      8.182564
3.100000      0.334213      0.335147      8.131812      22.122936      71.235070      5.993889      8.353620
3.200000      0.338531      0.339470      8.263345      22.618031      73.006360      6.090349      8.524308
3.300000      0.342733      0.343677      8.393820      23.106846      74.753043      6.186569      8.694628
3.400000      0.346826      0.347774      8.523239      23.589413      76.475250      6.282551      8.864579
3.500000      0.350811      0.351763      8.651602      24.065760      78.173110      6.378294      9.034162
3.600000      0.354695      0.355650      8.778913      24.535918      79.846755      6.473800      9.203377
3.700000      0.358480      0.359438      8.905173      24.999920      81.496320      6.569070      9.372224
3.800000      0.362169      0.363130      9.030385      25.457797      83.121941      6.664105      9.540703
3.900000      0.365766      0.366729      9.154550      25.909582      84.723756      6.758905      9.708814
4.000000      0.369274      0.370239      9.277672      26.355306      86.301903      6.853471      9.876556
4.100000      0.372696      0.373662      9.399752      26.795004      87.856524      6.947805      10.043930
4.200000      0.376035      0.377001      9.520794      27.228709      89.387762      7.041907      10.210937
4.300000      0.379292      0.380258      9.640801      27.656456      90.895761      7.135778      10.377575
4.400000      0.382471      0.383437      9.759775      28.078279      92.380666      7.229418      10.543846
4.500000      0.385573      0.386539      9.877719      28.494213      93.842625      7.322830      10.709748
4.600000      0.388601      0.389566      9.994637      28.904293      95.281786      7.416013      10.875283
4.700000      0.391557      0.392521      10.110532      29.308555      96.698298      7.508969      11.040450
4.800000      0.394443      0.395405      10.225408      29.707036      98.092314      7.601697      11.205249
4.900000      0.397260      0.398221      10.339267      30.099772      99.463984      7.694200      11.369681
5.000000      0.400011      0.400970      10.452113      30.486799      100.813464      7.786478      11.533744
5.100000      0.402697      0.403653      10.563951      30.868155      102.140907      7.878532      11.697440
5.200000      0.405319      0.406273      10.674783      31.243878      103.446469      7.970362      11.860769
