# QTMix Mixer Data
# 
# IV data file: /data/simulations/SuperMix-basics/Ideal_30.idc
# KK data file: /data/simulations/SuperMix-basics/Ideal_30.ikk
# 
# Impedances:
# 	IF:		1 + 0i
# 	Fundamental:	 1 + 0i
# 	Harmonic 1 :	 1 + 0i
# 	Harmonic 2 : 	 1 + 0i
# 
# Actual Impedances:
# 	IF:		1 + -0i
# 	EmbImp.Z = 1 + 0i
# 	LO:		1 + -0i
# Operating Point:
# Bias       : 0.8
# LO Freq    : 0.8
# LO Voltage : 1.75
# IF Freq    : 0.01
# 
# Harmonics : 1
# 
# Scan variable : Bias
# 
# X Axis | Unpump DC | Unpump KK | Pump DC | LSB Gain | USB Gain | IF Output | Noise Temp | LO Fundamental Current 
1.02	0.777742	1.50654	0.837428	0.0205779	0.0208166	0.242538	559.704	0.784001
1.04	0.946959	1.371	0.94591	0.00854522	0.00910647	0.930844	11224.8	0.756385
1.06	1.02769	1.24645	0.998204	0.0153006	0.0136439	2.87853	15463	0.73345
1.08	1.06905	1.15491	1.02649	0.0311627	0.0284335	5.39091	6668.08	0.718915
1.1	1.09627	1.08887	1.04647	0.0421404	0.0388763	7.06239	4672.85	0.710138
1.12	1.11871	1.03952	1.06376	0.0492694	0.0457556	7.86629	3757.35	0.704818
1.14	1.13955	1.00099	1.08023	0.0546654	0.0510225	8.25809	3172.17	0.701592
1.16	1.15984	0.969778	1.09646	0.059372	0.0556474	8.49149	2742.17	0.699701
1.18	1.17994	0.943787	1.11267	0.0638036	0.0600162	8.66968	2406.94	0.69871
1.2	1.19998	0.921668	1.12892	0.0680998	0.0642585	8.82716	2137.76	0.69835
1.22	1.21999	0.902536	1.14522	0.0723412	0.0684493	8.98612	1917.94	0.69845
1.24	1.24	0.88577	1.16159	0.076482	0.0725443	9.13456	1735.73	0.698895
1.26	1.26	0.870924	1.17803	0.0805881	0.0766056	9.28992	1583.04	0.699603
1.28	1.28	0.85767	1.19452	0.0846203	0.0805957	9.44306	1453.75	0.700515
1.3	1.3	0.845748	1.21109	0.0885895	0.084525	9.59681	1343.25	0.701587
1.32	1.32	0.834959	1.22771	0.0924917	0.0883901	9.75083	1248.06	0.702781
1.34	1.34	0.825141	1.2444	0.0963166	0.0921832	9.90433	1165.53	0.704066
1.36	1.36	0.816165	1.26115	0.10004	0.0958856	10.0556	1093.71	0.705407
1.38	1.38	0.807927	1.27797	0.103633	0.0994704	10.2035	1031.24	0.706767
1.4	1.4	0.800333	1.29485	0.107132	0.102954	10.3537	976.808	0.708144
1.42	1.42	0.793313	1.31179	0.110647	0.106422	10.5136	928.303	0.709606
1.44	1.44	0.786801	1.32878	0.114186	0.109906	10.6772	883.918	0.711189
1.46	1.46	0.780746	1.3458	0.117692	0.11337	10.8382	843.256	0.712849
1.48	1.48	0.775099	1.36287	0.12114	0.116786	10.9969	806.284	0.714547
1.5	1.5	0.769822	1.38	0.124528	0.120146	11.1546	772.75	0.71627
1.52	1.52	0.764878	1.39717	0.127855	0.123448	11.312	742.289	0.718011
1.54	1.54	0.760239	1.4144	0.131123	0.126692	11.4691	714.541	0.719772
1.56	1.56	0.755876	1.43168	0.134332	0.12988	11.6257	689.185	0.721553
1.58	1.58	0.751766	1.44902	0.137482	0.13301	11.7816	665.941	0.723359
1.6	1.6	0.747889	1.4664	0.140572	0.136083	11.9365	644.565	0.725193
1.62	1.62	0.744224	1.48384	0.1436	0.139097	12.0895	624.847	0.727064
1.64	1.64	0.740757	1.50133	0.146553	0.14204	12.2386	606.606	0.728985
1.66	1.66	0.737471	1.5189	0.149385	0.144875	12.3771	589.7	0.730969
1.68	1.68	0.734353	1.53655	0.15193	0.14746	12.483	574.081	0.733031
1.7	1.7	0.731392	1.55439	0.153604	0.149287	12.4806	560	0.735159
1.72	1.72	0.728575	1.5727	0.152451	0.148665	12.1277	548.735	0.737201
1.74	1.74	0.725892	1.59245	0.143001	0.140827	10.81	545.072	0.738487
1.76	1.76	0.723336	1.61662	0.116166	0.117795	7.85133	565.837	0.736667
1.78	1.78	0.720897	1.65218	0.0740397	0.0810782	4.41541	671.682	0.725668
1.8	1.8	0.718568	1.70641	0.0386959	0.0492095	2.68684	1109.54	0.698669
1.82	1.82	0.716342	1.76864	0.0206523	0.0307083	2.90962	3085.49	0.664339
1.84	1.84	0.714212	1.8168	0.0134985	0.0202124	4.91382	12027.8	0.641273
1.86	1.86	0.712173	1.84891	0.0109203	0.0140455	7.77691	39421.5	0.631124
1.88	1.88	0.710219	1.87305	0.0102932	0.0112283	9.81362	77839.7	0.627469
1.9	1.9	0.708346	1.89423	0.0105076	0.0104496	10.7995	98901.4	0.626337
1.92	1.92	0.706548	1.9144	0.0110408	0.0105927	11.2433	100203	0.626141
1.94	1.94	0.704822	1.93423	0.0116863	0.0110853	11.4802	93422.8	0.626305
1.96	1.96	0.703163	1.95394	0.012369	0.0117026	11.6428	85014.1	0.62662
1.98	1.98	0.701568	1.97362	0.0130627	0.0123625	11.7795	77075.8	0.627003
2	2	0.700033	1.99328	0.013756	0.0130345	11.9062	70078.1	0.62742
