0.00765993 -0.00578386
0.00773954 -0.00481423
0.00783162 -0.00382545
0.00793733 -0.00281659
0.00805791 -0.00178674
0.00819473 -0.000734973
0.0083493 0.00033961
0.00852327 0.0014379
0.00871842 0.00256077
0.00893673 0.00370904
0.00918032 0.00488347
0.00945151 0.00608476
0.0097528 0.0073135
0.0100869 0.00857018
0.0104567 0.00985513
0.0108654 0.0111685
0.0113162 0.0125103
0.0118126 0.0138802
0.0123585 0.0152777
0.0129577 0.0167019
0.0136142 0.0181516
0.0143323 0.019625
0.0151162 0.0211203
0.0159703 0.0226346
0.0168988 0.0241651
0.017906 0.0257079
0.018996 0.027259
0.0201727 0.0288136
0.0214395 0.0303661
0.0227995 0.0319108
0.0242552 0.0334412
0.0258086 0.0349503
0.0274608 0.0364311
0.0292122 0.0378759
0.0310623 0.0392772
0.0330098 0.0406273
0.0350523 0.0419189
0.0371869 0.0431449
0.0394094 0.0442986
0.0417154 0.0453742
0.0440996 0.0463666
0.0465564 0.0472713
0.0490799 0.0480851
0.0516643 0.0488056
0.054304 0.0494314
0.0569936 0.0499619
0.0597285 0.0503973
0.0625045 0.0507386
0.0653187 0.0509871
0.0681687 0.0511445
0.0710536 0.0512125
0.0739733 0.0511928
0.0769288 0.0510866
0.0799221 0.0508946
0.0829564 0.0506167
0.0860356 0.0502518
0.0891644 0.0497977
0.0923482 0.0492504
0.095593 0.0486049
0.0989049 0.0478539
0.10229 0.0469883
0.105756 0.0459969
0.109307 0.0448657
0.112951 0.0435784
0.11669 0.0421153
0.120531 0.0404533
0.124474 0.0385655
0.128522 0.0364199
0.132675 0.0339783
0.136931 0.0311933
0.141293 0.0280015
0.145785 0.0242991
0.15042 0.0195702
0.154016 0.014132
0.157107 0.00853038
0.159753 0.00270425
0.161946 -0.00333654
0.163664 -0.00956165
0.164887 -0.015929
0.165597 -0.0223885
0.165784 -0.0288845
0.165445 -0.0353581
0.164588 -0.0417495
0.163228 -0.048
0.161392 -0.0540544
0.159112 -0.0598625
0.156428 -0.0653806
0.153386 -0.0705728
0.150033 -0.0754111
0.14642 -0.079876
0.142596 -0.0839561
0.138612 -0.0876475
0.134512 -0.0909529
0.13034 -0.0938809
0.126134 -0.0964449
0.12193 -0.0986619
0.117756 -0.100552
0.113639 -0.102136
0.1096 -0.103437
0.105655 -0.104478
0.101819 -0.105282
0.098101 -0.105871
