# QTMix Mixer Data
# 
# IV data file: /data/simulations/SuperMix-basics/Ideal_30.idc
# KK data file: /data/simulations/SuperMix-basics/Ideal_30_SM.ikk
# 
# Impedances:
# 	IF:		1 + 0i
# 	Fundamental:	 1 + 0i
# 	Harmonic 1 :	 1 + 0i
# 	Harmonic 2 : 	 1 + 0i
# 
# Actual Impedances:
# 	IF:		1 + -0i
# 	EmbImp.Z = 1 + 0i
# 	LO:		1 + -0i
# Operating Point:
# Bias       : 0.85
# LO Freq    : 1.7
# LO Voltage : 2.6
# IF Freq    : 0.01
# 
# Harmonics : 4
# 
# Scan variable : Bias
# 
# X Axis | Unpump DC | Unpump KK | Pump DC | LSB Gain | USB Gain | IF Output | Noise Temp | LO Fundamental Current | LO 1st Harmonic | LO 2nd Harmonic | LO 3rd Harmonic 
0	0	0	8.15653e-18	1.76983e-17	8.28431e-18	6.62967	9.66004e+34	0.957787	3.17085e-18	0.00462618	9.55727e-19
0.02	9.38138e-96	0.000254772	0.0051065	0.00569886	0.0056347	6.62951	208804	0.957769	0.000859468	0.00462649	1.57611e-05
0.04	6.39877e-82	0.00101965	0.0102134	0.0113976	0.0112693	6.62902	52198.4	0.957713	0.00171926	0.00462743	3.15428e-05
0.06	7.89093e-73	0.00229572	0.015321	0.017096	0.0169036	6.6282	23197.4	0.95762	0.00257971	0.00462902	4.73656e-05
0.08	4.85907e-66	0.00408519	0.0204297	0.0227941	0.0225375	6.62707	13047	0.957491	0.00344115	0.00463132	6.32511e-05
0.1	1.30544e-60	0.00639083	0.0255398	0.0284916	0.0281708	6.6256	8348.83	0.957325	0.00430394	0.00463438	7.92214e-05
0.12	4.41859e-56	0.00921655	0.0306518	0.0341884	0.0338036	6.62382	5796.73	0.957122	0.00516846	0.00463789	9.5241e-05
0.14	3.41052e-52	0.0125669	0.0357659	0.0398845	0.0394355	6.62171	4257.9	0.956884	0.00603509	0.00464262	0.000111418
0.16	8.65367e-49	0.0164476	0.0408826	0.0455796	0.0450666	6.61928	3259.13	0.956611	0.00690429	0.00464843	0.000127746
0.18	9.20354e-46	0.0208651	0.046002	0.0512737	0.0506966	6.61653	2574.38	0.956302	0.00777651	0.00465547	0.00014425
0.2	4.86705e-43	0.0258272	0.0511246	0.0569667	0.0563256	6.61347	2084.58	0.95596	0.00865229	0.00466396	0.000160965
0.22	1.45037e-40	0.0313424	0.0562506	0.0626585	0.0619534	6.6101	1722.18	0.955584	0.00953222	0.00467412	0.000177924
0.24	2.67705e-38	0.0374207	0.0613803	0.0683489	0.0675799	6.60643	1446.54	0.955176	0.010417	0.00468623	0.000195169
0.26	3.29301e-36	0.0440731	0.066514	0.0740381	0.0732052	6.60245	1232.03	0.954738	0.0113074	0.00470061	0.000212746
0.28	2.86017e-34	0.0513121	0.0716518	0.0797258	0.0788292	6.59818	1061.82	0.954269	0.0122042	0.00471766	0.00023071
