# OVRO Measured IV curve
#   V(mV)      I(uA)
# --------    ------
0.93186823 7.3481
0.94290903 7.3241
0.95417197 7.3459
0.96174422 7.3034
0.97158285 7.3395
0.97779883 7.3301
0.99911872 7.3184
1.0041347 7.309
1.01742127 7.3169
1.02601358 7.2626
1.03458294 7.2218
1.04332153 7.1991
1.05400126 7.1522
1.06828953 7.1591
1.07486352 7.1744
1.08374346 7.1862
1.09670419 7.2093
1.10007988 7.2236
1.11424469 7.2443
1.12381392 7.2624
1.13067397 7.2859
1.14625816 7.2952
1.15561838 7.3186
1.16076228 7.3516
1.17603644 7.3668
1.18328404 7.3388
1.19089309 7.3923
1.20769598 7.3906
1.21365824 7.4128
1.2251528 7.416
1.23394519 7.4793
1.24964927 7.4769
1.25404948 7.5356
1.26208828 7.5716
1.27587519 7.5793
1.28397162 7.5814
1.29251025 7.6175
1.30602674 7.6078
1.31133558 7.6026
1.32583987 7.6589
1.33476873 7.5831
1.34360192 7.6224
1.34918968 7.6296
1.36500383 7.6801
1.37174548 7.6556
1.38442062 7.6114
1.38617833 7.6951
1.40639877 7.7419
1.41163158 7.7226
1.4283547 7.709
1.43477922 7.7534
1.4458646 7.762
1.44867467 7.8149
1.46688738 7.7486
1.4755289 7.783
1.48412856 7.7832
1.49608725 7.8075
1.50839592 7.8024
1.51259987 7.8589
1.52516447 7.8209
1.53285788 7.8836
1.54523425 7.8975
1.54809583 7.9201
1.5650623 7.881
1.57361249 7.9103
1.58527356 7.9332
1.58921559 7.9673
1.59729502 7.9794
1.60562035 7.9645
1.61959859 7.9773
1.6364416 7.952
1.6466821 7.987
1.6582362 8.014
1.67292532 8.0204
1.67486905 8.0535
1.68218235 8.1045
1.69089238 8.0986
1.70289871 8.1537
1.71059752 8.1544
1.71717049 8.1703
1.73582255 8.1985
1.74005961 8.1767
1.75440742 8.2074
1.76213734 8.1898
1.77545128 8.1816
1.78280674 8.2078
1.79327835 8.2245
1.80369144 8.2168
1.8088857 8.279
1.82294877 8.2419
1.83230185 8.2695
1.84656581 8.2907
1.85361158 8.3226
1.86110733 8.3251
1.8701154 8.438
1.88508497 8.4559
1.8932358 8.426
1.90427528 8.4616
1.91683996 8.5412
1.91972551 8.5497
1.93212317 8.6099
1.94096792 8.6424
1.94968955 8.6885
1.96040026 8.6822
1.9730479 8.713
1.98139418 8.7446
1.98666205 8.7635
2.00191479 8.7913
2.01003421 8.8387
2.02324743 8.7721
2.03130476 8.7972
2.04195967 8.7649
2.0560898 8.806
2.06719337 8.8039
2.07263489 8.8383
2.08779014 8.8058
2.09623149 8.8403
2.10352465 8.7855
2.11119065 8.8055
2.11944254 8.8338
2.13126294 8.8218
2.13986043 8.8821
2.15025703 8.8841
2.15485822 8.8834
2.17219239 8.8633
2.17862847 8.9009
2.18649864 8.8008
2.19613969 8.8943
2.20433829 8.8363
2.21662639 8.8433
2.22928283 8.8101
2.24403884 8.8948
2.25171725 8.9075
2.26282371 8.9037
2.27330042 8.9174
2.2822246 8.962
2.28961746 8.9662
2.29791151 8.9697
2.31134432 8.9504
2.32207139 8.9933
2.32858006 8.9882
2.34130866 9.0302
2.34952634 9.0198
2.35483008 9.0176
2.37160186 9.0342
2.38336021 9.0587
2.39094967 9.0649
2.40220445 9.0915
2.40791312 9.0864
2.41764151 9.0697
2.42964423 9.0681
2.43632727 9.1369
2.45054393 9.1271
2.46377963 9.1061
2.47271571 9.1437
2.48043645 9.1315
2.49115141 9.1227
2.49945141 9.1227
2.50773798 9.1306
2.52228545 9.1615
2.53312918 9.1946
2.53810946 9.2062
2.55370674 9.2078
2.55740283 9.2101
2.57183394 9.1918
2.57918957 9.2179
2.58678396 9.2212
2.59718685 9.2195
2.61364452 9.2444
2.62117907 9.2829
2.62831154 9.2638
2.64076853 9.2891
2.64626785 9.2895
2.65995561 9.2967
2.67179743 9.2721
2.68434354 9.3038
2.68976853 9.2891
2.7009891 9.277
2.71084388 9.3036
2.72031991 9.3177
2.72972399 9.3153
2.73826364 9.3508
2.74966415 9.3505
2.75985858 9.4126
2.77129938 9.3886
2.77355276 9.3572
2.78831094 9.3818
2.80088986 9.3942
2.80790805 9.3835
2.81744413 9.4211
2.83115637 9.4139
2.83657371 9.4037
2.84291387 9.4389
2.85831914 9.4358
2.87242798 9.4306
2.88432628 9.4316
2.89400044 9.4468
2.90163278 9.4866
2.91508314 9.5158
2.92523027 9.5469
2.92944731 9.5957
2.93792245 9.5515
2.95175271 9.5337
2.95849219 9.5693
2.97532929 9.6063
2.98056771 9.5837
2.98668101 9.6347
2.99623762 9.6014
3.00999584 9.6848
3.0130479 9.713
3.02450136 9.7992
3.04207467 9.8149
3.04605444 9.8268
3.05185941 9.8827
3.06435856 9.8832
3.08269787 9.9189
3.09281708 9.9076
3.10193446 9.9562
3.10814245 9.9515
3.12314364 9.9508
3.1267532 10.004
3.13717411 9.9917
3.14914878 10.0066
3.1581127 9.969
3.16895745 10.0015
3.17509727 10.0369
3.18616803 10.0541
3.19456633 10.0551
3.20747483 10.0501
3.21490819 10.0893
3.22621295 10.0865
3.23854767 10.1249
3.24806488 10.1736
3.25446148 10.1756
3.2701421 10.187
3.2792911 10.217
3.28797342 10.2274
3.29803738 10.2486
3.30793568 10.2496
3.31955778 10.2366
3.33563725 10.3075
3.33915629 10.2963
3.34866347 10.3509
3.36272692 10.3724
3.36582526 10.4322
3.37788586 10.5142
3.38395046 10.4762
3.39367549 10.5203
3.40283979 10.5413
3.41516771 10.5837
3.42159053 10.6291
3.4393482 10.654
3.44428356 10.6332
3.44934327 10.6569
3.46283753 10.7191
3.4759139 10.733
3.49120251 10.7397
3.50045151 10.7697
3.51210017 10.7999
3.51734305 10.8335
3.52995886 10.8242
3.53691109 10.8523
3.54791313 10.8511
3.55713969 10.8943
3.56771776 10.9072
3.57586094 10.8818
3.58736417 10.8799
3.59398291 10.9277
3.60063816 10.8952
3.61725945 10.9415
3.62951542 10.9674
3.63936119 10.9993
3.64475796 11.0012
3.65501648 11.0256
3.66411733 11.0251
3.67242838 11.0186
3.68074831 11.0657
3.6961189 11.083
3.70861006 11.0882
3.71490411 11.0917
3.7226628 11.116
3.73909548 11.1556
3.74465396 11.1212
3.75510126 11.1522
3.76414767 11.1249
3.77658647 11.1609
3.78468766 11.1602
3.79074686 11.1842
3.8047489 11.183
3.81366951 11.2297
3.81637329 11.2863
3.83487053 11.2291
3.84446067 11.2349
3.85832089 11.2583
3.86044082 11.3054
3.87624375 11.3625
3.88076738 11.3486
3.89170856 11.3832
3.90911727 11.4369
3.91878837 11.4539
3.92964332 11.4804
3.93820609 11.5023
3.94593486 11.5442
3.95363367 11.5449
3.96362092 11.5524
3.97383554 11.5438
3.98290532 11.6204
3.9984213 11.611
4.00003167 11.6049
4.02595921 11.5887
4.02543116 11.6052
4.03158479 11.6913
4.03937527 11.6969
4.05127221 11.6987
4.0611241 11.727
4.07112074 11.7878
4.0815711 11.817
4.09011041 11.8527
4.10155788 11.8836
4.11925397 11.8859
4.12949804 11.9188
4.13535618 11.8846
4.14345435 11.9445
4.15352613 11.9611
4.16708975 11.9825
4.17413858 12.0126
4.18627993 12.0471
4.19462927 12.0769
4.20198324 12.1628
4.21718239 12.1633
4.22584044 12.2468
4.23335204 12.2988
4.23919118 12.3346
4.24961821 12.3187
4.26566364 12.3508
4.27075548 12.3556
4.28219411 12.3917
4.29128055 12.4585
4.3041406 12.482
4.30984404 12.5388
4.32301076 12.6172
4.33591467 12.6149
4.34647251 12.6397
4.35679805 12.6835
4.36223039 12.7233
4.36820489 12.7383
4.38274356 12.8332
4.39444016 12.8352
4.40520467 12.9149
4.41209634 12.9198
4.42197292 12.9924
4.43333131 13.0757
4.44019952 13.0944
4.44798031 13.1057
4.46181966 13.2002
4.46984078 13.2466
4.47789505 13.2735
4.48630954 13.3238
4.49572216 13.3752
4.50619109 13.4523
4.5209386 13.542
4.53565853 13.5891
4.5429652 13.644
4.55112019 13.7293
4.55877909 13.8123
4.57224836 13.8892
4.58260688 13.9136
4.58586935 13.9945
4.5957934 14.098
4.60707559 14.1673
4.62118587 14.2789
4.63198064 14.3408
4.63487065 14.4055
4.65217736 14.5192
4.65485789 14.6483
4.66488891 14.7477
4.67267539 14.8733
4.68779906 14.9182
4.6853478 15.066
4.70459348 15.2156
4.71266755 15.3485
4.72511229 15.6163
4.73646919 15.7593
4.75059702 15.9194
4.75925978 16.1766
4.76627078 16.3466
4.77354497 16.6559
4.78006047 16.9409
4.79645404 17.2388
4.80652143 17.5521
4.8118722 17.934
4.81695072 18.3584
4.82959205 18.8635
4.84077936 19.4592
4.84907504 20.1088
4.85666243 20.8221
4.86486286 21.7042
4.87237476 22.6972
4.88242975 23.7825
4.88293769 24.9543
4.8933704 26.288
4.90019414 27.6858
4.91308158 30.2226
4.92256884 31.9948
4.92558915 34.1005
4.93517099 36.4053
4.93841262 38.8514
4.94191918 41.4946
4.94545938 44.5886
4.95186379 47.8213
4.95314711 51.3017
4.95767658 54.8726
4.97325844 58.7068
4.96598089 62.4583
4.97087469 66.3443
4.97442795 70.1365
4.97465095 73.9465
4.98353557 77.8379
4.9838865 81.455
4.98742507 84.9029
4.99245621 88.1787
4.99337511 91.4617
4.99800265 94.4455
5.00001055 98.5585
5.01155376 100.8272
5.01761006 103.0882
5.0253362 105.014
5.03164373 106.8331
5.04311468 108.3796
5.05052924 109.7828
5.05611835 111.0245
5.06470577 112.0319
5.06783391 112.8977
5.07558666 113.6902
5.0833044 114.268
5.09354084 114.8348
5.10267996 115.3412
5.11036022 115.8234
5.12517376 116.2272
5.13292062 116.6114
5.13732983 116.9001
5.14973003 117.1941
5.15841816 117.4952
5.17200561 117.7967
5.17870521 118.2087
5.18899496 118.3912
5.19735007 118.6529
5.21320773 118.9131
5.21628511 119.1617
5.22602008 119.3176
5.24155258 119.5926
5.24581564 119.7908
5.25946391 119.9977
5.26920793 120.2071
5.27608089 120.4583
5.28662576 120.6672
5.29452524 120.9028
5.30143356 121.1332
5.31081158 121.3226
5.32177876 121.5772
5.33740153 121.7991
5.34244619 121.9493
5.35215978 122.1766
5.35893117 122.3699
5.36991395 122.5565
5.38523336 122.8392
5.39218112 123.0464
5.40276033 123.2351
5.40807243 123.5221
5.41814161 123.7167
5.42668614 123.9258
5.43436586 124.1142
5.44178931 124.3357
5.45826002 124.5294
5.46384369 124.7743
5.47946506 124.9382
5.48369514 125.1558
5.49348323 125.3981
5.50248373 125.6331
5.51472061 125.8467
5.52194028 126.0116
5.52914418 126.2446
5.54165063 126.4761
5.55057153 126.6991
5.55836047 126.9409
5.57206241 127.2927
5.58378399 127.5153
5.59162886 127.7242
5.60321627 127.9669
5.617271 128.17
5.6227137 128.439
5.63305041 128.6527
5.64329137 128.8639
5.64679663 129.0961
5.66288676 129.3372
5.66514489 129.5383
5.66835202 129.7694
5.68568737 129.9839
5.69425557 130.2379
5.70609436 130.5092
5.71312648 130.7256
5.72106748 130.9956
5.73166611 131.2317
5.74288909 131.5123
5.75478003 131.6941
5.76360709 131.9723
5.77310155 132.3285
5.78698743 132.5721
5.79731309 132.7923
5.80460989 133.0883
5.81089696 133.3312
5.82700052 133.5644
5.83062707 133.8429
5.84214882 134.0654
5.84805901 134.2947
5.8642607 134.529
5.8645289 134.783
5.87279587 134.9789
5.88416747 135.2309
5.89293775 135.5425
5.90845602 135.6494
5.91314415 135.9505
5.92453496 136.1912
5.93912479 136.4913
5.94671594 136.7318
5.94944993 136.9471
5.9648996 137.212
5.97664102 137.5994
5.985915 137.85
5.99291516 138.0852
6.00338948 138.3356
6.01556822 138.5834
6.02337964 138.8708
6.0341713 139.111
6.04208472 139.3384
6.05268505 139.5735
6.05885291 139.8277
6.06916055 140.0585
6.07365867 140.2949
6.08592143 140.5521
6.09679388 140.8036
6.10521206 141.0282
6.11635748 141.2956
6.12260817 141.5599
6.13601972 141.7884
6.13873199 142.0753
6.14371328 142.3216
6.16100188 142.5636
6.18064704 142.9488
6.1844169 143.143
6.19335484 143.4148
6.20425062 143.7114
6.21399022 143.9234
6.22507185 144.1695
6.22694141 144.4227
6.24096758 144.6426
6.25053153 144.8991
6.26207933 145.1651
6.26808442 145.3974
6.27603426 145.6622
6.28338291 145.9277
6.29749497 146.1559
6.30371183 146.4401
6.31588581 146.6907
6.323579 146.93
6.33163649 147.1903
6.34066712 147.4664
6.35068751 147.6897
6.35876064 147.9408
6.37653759 148.3073
6.38758454 148.5738
6.39194271 148.8337
6.4046815 149.105
6.41169955 149.3885
6.41985534 149.6498
6.43402762 149.9014
6.43936913 150.1711
6.44713308 150.4276
6.45937472 150.6384
6.46546404 150.9388
6.47945366 151.1802
6.48472288 151.4336
6.49521488 151.6736
6.5026589 151.883
6.51631231 152.1457
6.52037184 152.4048
6.53019142 152.6874
6.54115686 152.8842
6.54725736 153.1192
6.55789598 153.3906
6.56845555 153.7085
6.58427628 153.9316
6.59308528 154.1616
6.60423389 154.3683
6.60915921 154.5887
6.62344785 154.8895
6.62689238 155.0986
6.63482556 155.3732
6.64919933 155.5651
6.64679392 155.8624
6.66560534 156.1498
6.67396555 156.4085
6.68711501 156.6147
6.68814152 156.8344
6.70545239 157.0633
6.7103531 157.357
6.72278063 157.5761
6.73331483 157.8501
6.7391699 158.053
6.75040512 158.3264
6.75889189 158.6283
6.77423748 158.8956
6.78061796 159.2012
6.78926627 159.4669
6.79742937 159.7239
6.80866578 159.9966
6.81562582 160.2554
6.82832105 160.4935
6.83866069 160.7643
6.84279621 160.9787
6.85605064 161.2408
6.86119419 161.5093
6.87087739 161.8133
6.87868078 162.0466
6.88869522 162.2734
6.90357226 162.5222
6.90952924 162.7828
6.91648197 163.0459
6.92676326 163.2922
6.93512976 163.5472
6.94496498 163.8206
6.95704193 164.1871
6.96561132 164.4404
6.98042117 164.6699
6.99142626 164.9022
6.9950849 165.103
7.00094685 165.4195
7.01664633 165.6551
7.02339277 165.9219
7.03288018 166.1646
7.04274957 166.4179
7.05388356 166.6332
7.06453884 166.8948
7.07324869 167.1243
7.0824902 167.394
7.08890464 167.6208
7.10028474 167.8678
7.10670398 168.1506
7.11555025 168.4175
7.12163596 168.6612
7.13489413 168.9211
7.1544016 169.152
7.16034812 169.5364
7.16319065 169.8055
7.17357211 170.0517
7.18813759 170.3073
7.19775836 170.5892
7.20552465 170.7855
7.21137241 170.9927
7.21702871 171.2537
7.24194234 171.5398
7.24134046 171.7762
7.25056905 172.0535
7.25849862 172.2714
7.26840881 172.5007
7.27724131 172.7757
7.28496905 173.0535
7.28985238 173.2986
7.30495985 173.5295
7.3164272 173.784
7.3215974 173.978
7.33516611 174.2317
7.33914281 174.4807
7.36489188 174.8636
7.35775379 175.1213
7.37476096 175.4112
7.38287833 175.6951
7.39052103 175.9641
7.39845927 176.1769
7.4073831 176.457
7.4166819 176.693
7.4320535 176.945
7.43265251 177.2397
7.43983699 177.4253
7.44862614 177.7258
7.46711202 177.9694
7.47668039 178.2233
7.47949041 178.4527
7.49690502 178.6794
7.50062596 178.9612
7.50796254 179.2338
7.52374723 179.4781
7.52454981 179.7707
7.53428516 179.9852
7.55329632 180.3904
7.56158509 180.6323
7.56937233 180.8751
7.57943985 181.1295
7.58756007 181.3529
7.59743337 181.6039
7.6083504 181.888
7.61508745 182.1015
7.62081332 182.3804
7.63244646 182.5962
7.64162945 182.8415
7.65533352 183.0744
7.65507486 183.3442
7.66897506 183.6382
7.68098015 183.8705
7.68556518 184.1146
7.69701022 184.3234
7.70504714 184.5958
7.71280276 184.8572
7.72496369 185.1743
7.73399483 185.4501
7.74876919 185.7593
7.75871835 186.0245
7.76510865 186.2655
7.77774876 186.4772
7.78169567 186.6849
7.79513871 186.9537
7.80024754 187.1838
7.80775926 187.4122
7.81828772 187.7484
7.8270059 187.973
7.83798107 188.2229
7.85010503 188.4441
7.85889618 188.6846
7.86407441 188.9327
7.87431473 189.2031
7.88572152 189.4344
7.89068938 189.6886
7.90628763 189.8661
7.9073101 190.147
7.92101638 190.3786
7.93599159 190.6873
7.9425076 190.972
7.95201864 191.2008
7.95982292 191.4924
7.96909061 191.7467
7.98107394 191.9918
7.99192646 192.1962
7.99916219 192.4693
8.00491441 192.7327
8.01556867 192.9949
8.02500827 193.2069
8.03625348 193.4156
8.04567187 193.6989
8.04932256 193.9632
8.06155213 194.1811
8.06989551 194.4497
8.07961573 194.6731
8.0908657 194.879
8.09963458 195.1326
8.10498149 195.3403
8.11508964 195.5708
8.13119689 195.9783
8.13926815 196.2305
8.14473363 196.4861
8.15653311 196.7217
8.16872545 196.9615
8.1753741 197.227
8.18505552 197.4144
8.19470961 197.6767
8.20457964 197.8708
8.20323258 198.1926
8.21960703 198.3841
8.22892538 198.6086
8.23377556 198.8732
8.24971486 199.1442
8.25773066 199.3702
8.2622927 199.569
8.27276583 199.8201
8.28494763 200.0661
8.28851923 200.3181
8.30122245 200.5515
8.31061292 200.7924
8.32237712 201.1664
8.33094728 201.3016
8.34245717 201.5899
8.35126587 201.8789
8.3612849 202.103
8.36456177 202.3519
8.3788944 202.568
8.38350561 202.7967
8.39838078 203.0466
8.40694116 203.3052
8.41183605 203.5435
8.42189252 203.8044
8.42935354 204.0038
8.43610219 204.2693
8.44887923 204.5181
8.45354828 204.7716
8.46537564 204.9908
8.47097206 205.2282
8.4834576 205.472
8.49496796 205.7012
8.50260301 205.9747
8.51573912 206.3064
8.52345594 206.5318
8.53451377 206.7919
8.54421767 207.0249
8.54845931 207.2357
8.55913431 207.4857
8.56775606 207.7082
8.58180467 207.9149
8.58544516 208.1852
8.59943189 208.4283
8.60477132 208.6404
8.61635822 208.8834
8.61971159 209.0873
8.63379802 209.3894
8.64227676 209.6372
8.64563561 209.8967
8.65595821 210.1187
8.66763929 210.3063
8.67423915 210.6005
8.68212197 210.8459
8.69296004 211.0588
8.70752118 211.4346
8.71622287 211.6689
8.72521793 211.9071
8.7318353 212.191
8.741529 212.43
8.75394582 212.6554
8.75952932 212.9004
8.76914699 213.1253
8.77362794 213.3718
8.78978305 213.6335
8.79453098 213.8406
8.80315736 214.1192
8.81533542 214.3674
8.82113116 214.6052
8.83356651 214.8197
8.84220237 215.0339
8.84526377 215.2919
8.85814387 215.5389
8.86559146 215.7462
8.87229162 215.9814
8.88241881 216.2007
8.89993269 216.6043
8.91104033 216.8351
8.91630445 217.0915
8.92005055 217.3585
8.93408964 217.5708
8.94199133 217.8051
8.94903501 218.0147
8.95734099 218.3053
8.9704607 218.529
8.97514671 218.7137
8.98097084 218.9348
8.99230925 219.1475
9.00391948 219.4356
9.0132162 219.614
9.01942541 219.9027
9.02771367 220.1449
9.04157949 220.4003
9.04266414 220.5858
9.05352482 220.7854
9.06555235 221.0045
9.07415008 221.4176
9.08550481 221.6207
9.09571126 221.8522
9.10483522 222.0734
9.11379199 222.2753
9.11804319 222.5393
9.12754947 222.7709
9.13981338 222.9686
9.14650062 223.2114
9.15539058 223.4526
9.16579682 223.6254
9.17059447 223.9209
9.17826943 224.1121
9.19133576 224.3672
9.19676737 224.5839
9.20631411 224.7917
9.21464912 225.0064
9.22239403 225.2741
9.23441782 225.4954
9.24035215 225.7105
9.24965503 225.9441
9.26423776 226.3072
9.27475887 226.5889
9.28315117 226.7699
9.28962753 227.0191
9.29616611 227.2317
9.30577256 227.4632
9.31599414 227.6858
9.32580926 227.9122
9.33185617 228.1199
9.33784579 228.3613
9.35005955 228.5885
9.35763094 228.7818
9.36340458 229.0326
9.37390117 229.2699
9.38671714 229.4958
9.39309201 229.8047
9.40109536 229.9792
9.40998719 230.2193
9.42012084 230.4348
9.42442117 230.6699
9.43294462 230.8914
9.4510741 231.227
9.45885199 231.4753
9.46873613 231.6611
9.47372252 231.9044
9.48304954 232.1238
9.49014511 232.3617
9.50126193 232.5871
9.50872601 232.7847
9.51726918 232.9946
9.53074928 233.2416
9.53154018 233.3646
9.53001502 233.3794
9.52855246 233.4162
9.53079394 233.3918
9.52739411 233.3917
