500.000000 1.926769 
505.000000 1.981261 
510.000000 2.036918 
515.000000 2.105307 
520.000000 2.178736 
525.000000 2.252343 
530.000000 2.327128 
535.000000 2.407619 
540.000000 2.492715 
545.000000 2.586110 
550.000000 2.688832 
555.000000 2.801126 
560.000000 2.921410 
565.000000 3.048973 
570.000000 3.189054 
575.000000 3.343105 
580.000000 3.508713 
585.000000 3.685217 
590.000000 3.872669 
595.000000 4.077999 
600.000000 4.300472 
605.000000 4.537394 
610.000000 4.787290 
615.000000 5.048802 
620.000000 5.323949 
625.000000 5.619440 
630.000000 5.953607 
635.000000 6.311513 
640.000000 6.677154 
645.000000 7.051430 
650.000000 7.447638 
655.000000 7.823510 
660.000000 8.144762 
665.000000 8.410602 
670.000000 8.598040 
675.000000 8.696498 
680.000000 8.744994 
685.000000 8.794433 
690.000000 8.829047 
695.000000 8.761152 
700.000000 8.640225 
705.000000 8.357393 
710.000000 7.887657 
715.000000 7.294961 
720.000000 6.763093 
725.000000 6.361821 
730.000000 6.121350 
735.000000 5.928412 
740.000000 5.699419 
745.000000 5.378215 
750.000000 5.062723 
755.000000 4.792877 
760.000000 4.582361 
765.000000 4.423607 
770.000000 4.293027 
775.000000 4.164395 
780.000000 4.027128 
785.000000 3.900278 
790.000000 3.805110 
795.000000 3.738385 
800.000000 3.682972 
805.000000 3.611094 
810.000000 3.512403 
815.000000 3.408990 
820.000000 3.321379 
825.000000 3.245405 
830.000000 3.165967 
835.000000 3.072671 
840.000000 2.979673 
845.000000 2.903336 
850.000000 2.840012 
855.000000 2.781683 
860.000000 2.722194 
865.000000 2.655753 
870.000000 2.588796 
875.000000 2.525097 
880.000000 2.464585 
885.000000 2.406588 
890.000000 2.352494 
895.000000 2.301332 
900.000000 2.251435 
