# Output from "simple" SuperMix based program
# Scanning FREQUENCY from 500.000000 to 900.000000 GHz in steps of 5.000000 GHz
#
# FREQUENCY 700.000000 GHz
# BIAS 0.500000 Vph
# LO_POWER 1.200000 NORM
#
# Data from mixer.conf
#
# TEMP 2.500000 K
# Z0 20.000000 Ohms
# IF_FREQ 5.000000 GHz
# IF_Z0 50.000000 Ohms
# HARMONICS 1
#
# IV_CURVE 31Jul03_unpump.IV
# KK_CURVE 31Jul03_unpump.KK
# RNA 20.000000 Ohm*um^2
# SCAP 65.000000 fF/um^2
# AREA 1.000000 um^2
# VGAP 2.820000 mV
#
# TUNER_TYPE TRIPLE_STUB
# TRIPLE_STUB_1_TYPE STRAIGHT
# TRIPLE_STUB_1_INPUT 5.000000 3.000000 3.000000
# TRIPLE_STUB_1_FAN 30.000000 180.000000
# TRIPLE_STUB_2_TYPE STRAIGHT
# TRIPLE_STUB_2_INPUT 5.000000 3.000000 3.000000
# TRIPLE_STUB_2_FAN 30.000000 180.000000
# TRIPLE_STUB_3_TYPE STRAIGHT
# TRIPLE_STUB_3_INPUT 39.000000 3.000000 3.000000
# TRIPLE_STUB_3_FAN 30.000000 180.000000
#
# TOP_DEFAULT NB
# TOP_THICKNESS 4000.000000
# GROUND_DEFAULT NB
# GROUND_THICKNESS 4000.000000
# INSUL_DEFAULT SIO
# INSUL_THICKNESS 4250.000000
# COVER_DEFAULT AIR
# COVER_THICKNESS 100000.000000
#
# NB_PROPERTIES 3.050000 9.400000 5.000000
# NBTIN_PROPERTIES 5.000000 15.750000 30.000000
# SIO_PROPERTIES 5.800000 0.000000
# AIR_PROPERTIES 1.000000 0.000000
#
# End of configuration file data
# 
# building the mixer...
# building tuner...
# tuner complete
# building IV curves...
# IV curves complete
# built mixer
# Results:
#
# FREQUENCY (GHz)| LSB Gain | USB Gain | IF Output 0K (K)| IF Output 77K (K)| IF Output 297K (K)| DC Current (uA)| Embedding Impedance
500.000000      0.035936      0.038232      1.926769      2.107419      2.711827      4.969410      0.012383 0.110503i      0.005602 0.074581i      0.011573 0.106868i      0.013238 0.114207i
505.000000      0.038085      0.040461      1.981261      2.183532      2.861354      5.121591      0.013362 0.114735i      0.005872 0.076345i      0.012495 0.110997i      0.014278 0.118549i
510.000000      0.040227      0.042735      2.036918      2.262202      3.018351      5.279699      0.014417 0.119117i      0.006147 0.078108i      0.013488 0.115268i      0.015398 0.123046i
515.000000      0.042614      0.045328      2.105307      2.358043      3.207690      5.450224      0.015554 0.123658i      0.006430 0.079871i      0.014558 0.119691i      0.016608 0.127711i
520.000000      0.045228      0.048142      2.178736      2.463169      3.420907      5.633817      0.016782 0.128369i      0.006718 0.081634i      0.015713 0.124276i      0.017914 0.132553i
525.000000      0.047984      0.051100      2.252343      2.572131      3.650639      5.830445      0.018110 0.133261i      0.007014 0.083397i      0.016960 0.129034i      0.019328 0.137586i
530.000000      0.050882      0.054215      2.327128      2.686328      3.899699      6.040983      0.019547 0.138348i      0.007316 0.085162i      0.018309 0.133977i      0.020859 0.142824i
535.000000      0.053981      0.057550      2.407619      2.811481      4.177903      6.266698      0.021105 0.143644i      0.007624 0.086929i      0.019770 0.139119i      0.022521 0.148280i
540.000000      0.057276      0.061098      2.492715      2.946915      4.486111      6.508812      0.022796 0.149162i      0.007940 0.088698i      0.021355 0.144473i      0.024327 0.153970i
545.000000      0.060819      0.064912      2.586110      3.097690      4.834115      6.768571      0.024636 0.154920i      0.008263 0.090470i      0.023077 0.150055i      0.026293 0.159912i
550.000000      0.064630      0.069017      2.688832      3.265919      5.227830      7.047167      0.026640 0.160935i      0.008593 0.092245i      0.024951 0.155881i      0.028438 0.166125i
555.000000      0.068724      0.073436      2.801126      3.453003      5.672734      7.346188      0.028828 0.167226i      0.008931 0.094024i      0.026994 0.161970i      0.030781 0.172627i
560.000000      0.073098      0.078171      2.921410      3.658317      6.171608      7.667901      0.031220 0.173813i      0.009275 0.095807i      0.029226 0.168341i      0.033347 0.179442i
565.000000      0.077764      0.083233      3.048973      3.882348      6.729216      8.014932      0.033842 0.180721i      0.009628 0.097595i      0.031668 0.175015i      0.036163 0.186594i
570.000000      0.082804      0.088702      3.189054      4.133232      7.363788      8.389492      0.036721 0.187972i      0.009989 0.099388i      0.034347 0.182017i      0.039260 0.194108i
575.000000      0.088246      0.094606      3.343105      4.414604      8.086680      8.793456      0.039890 0.195594i      0.010357 0.101187i      0.037291 0.189370i      0.042673 0.202012i
580.000000      0.094068      0.100932      3.508713      4.725337      8.901457      9.229028      0.043386 0.203616i      0.010734 0.102992i      0.040535 0.197103i      0.046446 0.210338i
585.000000      0.100276      0.107701      3.685217      5.066914      9.817274      9.699704      0.047254 0.212070i      0.011119 0.104804i      0.044117 0.205245i      0.050625 0.219118i
