# Output from "simple" SuperMix based program
# Scanning FREQUENCY from 500.000000 to 900.000000 GHz in steps of 5.000000 GHz
#
# FREQUENCY 700.000000 GHz
# BIAS 0.500000 Vph
# LO_POWER 1.200000 NORM
#
# Data from mixer.conf
#
# TEMP 2.500000 K
# Z0 20.000000 Ohms
# IF_FREQ 5.000000 GHz
# IF_Z0 50.000000 Ohms
# HARMONICS 1
#
# IV_CURVE 31Jul03_unpump.IV
# KK_CURVE 31Jul03_unpump.KK
# RNA 20.000000 Ohm*um^2
# SCAP 65.000000 fF/um^2
# AREA 1.000000 um^2
# VGAP 2.820000 mV
#
# TUNER_TYPE BELITSKY
# BELITSKY_INPUT_STRIP 40.000000 5.000000 0.425000
# BELITSKY_TUNING_STRIP 16.000000 5.000000 0.200000
#
# TOP_DEFAULT NB
# TOP_THICKNESS 4000.000000
# GROUND_DEFAULT NB
# GROUND_THICKNESS 4000.000000
# INSUL_DEFAULT SIO
# INSUL_THICKNESS 4250.000000
# COVER_DEFAULT AIR
# COVER_THICKNESS 100000.000000
#
# NB_PROPERTIES 3.050000 9.400000 5.000000
# NBTIN_PROPERTIES 5.000000 15.750000 30.000000
# SIO_PROPERTIES 5.800000 0.000000
# AIR_PROPERTIES 1.000000 0.000000
#
# End of configuration file data
# 
# building the mixer...
# building tuner...
# tuner complete
# building IV curves...
# IV curves complete
# built mixer
# Results:
#
# FREQUENCY (GHz)| LSB Gain | USB Gain | IF Output 0K (K)| IF Output 77K (K)| IF Output 297K (K)| DC Current (junc 1) (uA)| DC Current (junc 2) (uA)| Embedding Impedance (junc 1) | Embedding Impedance (junc2)
500.000000      0.134531      0.135994      4.609241      7.010584      15.044181      2.755222      12.835437      0.068406 -0.130834i      0.117541 -0.143281i      0.233346 -0.143115i      0.292008 -0.143115i      0.068253 -0.131374i      0.116427 -0.143124i      0.068566 -0.130302i      0.118662 -0.143484i
505.000000      0.125755      0.126641      4.029309      6.116136      13.108654      2.751009      12.931927      0.067841 -0.129801i      0.117281 -0.143213i      0.231969 -0.141794i      0.292007 -0.141794i      0.067680 -0.130327i      0.116175 -0.143002i      0.068010 -0.129281i      0.118393 -0.143472i
510.000000      0.127942      0.129230      4.241731      6.404753      13.664207      2.756794      12.997155      0.067297 -0.128788i      0.117015 -0.143199i      0.230637 -0.140469i      0.292086 -0.140469i      0.067127 -0.129301i      0.115918 -0.142933i      0.067474 -0.128282i      0.118115 -0.143514i
515.000000      0.139670      0.141949      5.064117      7.653743      16.358933      2.766665      13.125975      0.066772 -0.127796i      0.116739 -0.143237i      0.229350 -0.139140i      0.292245 -0.139140i      0.066594 -0.128296i      0.115656 -0.142916i      0.066958 -0.127303i      0.117824 -0.143608i
520.000000      0.145688      0.148492      5.429420      8.250628      17.749509      2.782798      13.291618      0.066266 -0.126825i      0.116451 -0.143327i      0.228108 -0.137807i      0.292485 -0.137807i      0.066080 -0.127312i      0.115383 -0.142951i      0.066459 -0.126344i      0.117516 -0.143754i
525.000000      0.148568      0.151705      5.533390      8.467900      18.364107      2.807302      13.474963      0.065778 -0.125874i      0.116146 -0.143469i      0.226910 -0.136473i      0.292808 -0.136473i      0.065585 -0.126348i      0.115097 -0.143038i      0.065979 -0.125407i      0.117190 -0.143950i
530.000000      0.151319      0.154812      5.611606      8.656772      18.942616      2.841227      13.672851      0.065308 -0.124943i      0.115821 -0.143660i      0.225756 -0.135138i      0.293213 -0.135138i      0.065107 -0.125404i      0.114794 -0.143174i      0.065515 -0.124489i      0.116840 -0.144196i
535.000000      0.154478      0.158324      5.702987      8.877140      19.615870      2.885523      13.885264      0.064853 -0.124032i      0.115473 -0.143899i      0.224646 -0.133803i      0.293702 -0.133803i      0.064646 -0.124480i      0.114471 -0.143360i      0.065067 -0.123592i      0.116463 -0.144489i
540.000000      0.158048      0.162264      5.809756      9.132773      20.393168      2.941173      14.111327      0.064415 -0.123141i      0.115098 -0.144186i      0.223579 -0.132468i      0.294275 -0.132468i      0.064201 -0.123576i      0.114125 -0.143594i      0.064635 -0.122714i      0.116056 -0.144828i
545.000000      0.161950      0.166533      5.925379      9.414388      21.256230      3.009217      14.350517      0.063992 -0.122271i      0.114693 -0.144516i      0.222554 -0.131135i      0.294935 -0.131135i      0.063772 -0.122692i      0.113752 -0.143873i      0.064218 -0.121857i      0.115616 -0.145210i
