# Creating ResponseFn object
# Calling data("testIV.dat", "testVK.dat")
# Vdc[n-1]: 2.5 vGap: 1
# starting normalisation at 2.3
# Outputting data
0	0	-0.953035
0.00990099	1.1415e-104	-0.950499
0.019802	2.28301e-104	-0.947963
0.029703	2.57949e-86	-0.945704
0.039604	5.21162e-86	-0.943451
0.049505	1.39363e-75	-0.940825
0.0594059	2.84532e-75	-0.938183
0.0693069	5.70515e-68	-0.935273
0.0792079	1.17745e-67	-0.932346
0.0891089	4.55446e-62	-0.929343
0.0990099	9.50495e-62	-0.926333
0.108911	3.01269e-57	-0.923001
0.118812	6.36002e-57	-0.919632
0.128713	3.57263e-53	-0.916343
0.138614	7.63166e-53	-0.913064
0.148515	1.20403e-49	-0.909368
0.158416	2.60311e-49	-0.905603
0.168317	1.55243e-46	-0.901728
0.178218	3.3972e-46	-0.897831
0.188119	9.38249e-44	-0.893892
0.19802	2.07791e-43	-0.889944
0.207921	3.07252e-41	-0.885461
0.217822	6.88436e-41	-0.880844
0.227723	6.06785e-39	-0.876267
0.237624	1.37481e-38	-0.871702
0.247525	7.83894e-37	-0.866913
0.257426	1.79482e-36	-0.862053
0.267327	7.05701e-35	-0.857007
0.277228	1.63154e-34	-0.851894
0.287129	4.65458e-33	-0.846594
0.29703	1.08567e-32	-0.841219
0.306931	2.342e-31	-0.835688
0.316832	5.50603e-31	-0.83009
0.326733	9.29113e-30	-0.824238
0.336634	2.1996e-29	-0.818267
0.346535	2.98678e-28	-0.812135
0.356436	7.11348e-28	-0.805919
0.366337	7.9602e-27	-0.79951
0.376238	1.90544e-26	-0.792992
0.386139	1.7932e-25	-0.786251
0.39604	4.31014e-25	-0.779372
0.405941	3.47122e-24	-0.77235
0.415842	8.37043e-24	-0.765232
0.425743	5.85655e-23	-0.757896
0.435644	1.41561e-22	-0.750403
0.445545	8.71839e-22	-0.742699
0.455446	2.1107e-21	-0.73483
0.465347	1.15748e-20	-0.726747
0.475248	2.80455e-20	-0.718482
0.485149	1.38337e-19	-0.710038
0.49505	3.35233e-19	-0.701428
0.50495	1.50075e-18	-0.692573
0.514851	3.6349e-18	-0.683473
0.524752	1.48868e-17	-0.674156
0.534653	3.60164e-17	-0.664605
0.544554	1.3591e-16	-0.65486
0.554455	3.28264e-16	-0.644888
0.564356	1.14864e-15	-0.634665
0.574257	2.76832e-15	-0.624121
0.584158	9.03393e-15	-0.61335
0.594059	2.17153e-14	-0.602265
0.60396	6.64317e-14	-0.590945
0.613861	1.592e-13	-0.579273
0.623762	4.58704e-13	-0.567363
0.633663	1.09551e-12	-0.555066
0.643564	2.98557e-12	-0.542483
0.653465	7.10363e-12	-0.529393
0.663366	1.83818e-11	-0.516049
0.673267	4.35591e-11	-0.502215
0.683168	1.07402e-10	-0.488103
0.693069	2.5341e-10	-0.473401
0.70297	5.97279e-10	-0.458395
0.712871	1.40283e-09	-0.442682
0.722772	3.16995e-09	-0.426683
0.732673	7.40969e-09	-0.409952
0.742574	1.60959e-08	-0.392885
0.752475	3.74376e-08	-0.374862
0.762376	7.83729e-08	-0.356492
0.772277	1.81354e-07	-0.337019
0.782178	3.66704e-07	-0.31717
0.792079	8.44085e-07	-0.295991
0.80198	1.65202e-06	-0.274402
0.811881	3.7822e-06	-0.251179
0.821782	7.17889e-06	-0.227499
0.831683	1.63453e-05	-0.201735
0.841584	3.01411e-05	-0.17545
0.851485	6.82416e-05	-0.146432
0.861386	0.000122453	-0.116807
0.871287	0.000275633	-0.083456
0.881188	0.000481955	-0.0493581
0.891089	0.00107798	-0.00978198
0.90099	0.00183844	0.0307406
0.910891	0.00407869	0.0797814
0.920792	0.00678386	0.13001
0.930693	0.0148354	0.193892
0.940594	0.024005	0.259015
0.950495	0.0506906	0.343571
0.960396	0.0792479	0.428614
0.970297	0.152725	0.525367
0.980198	0.227457	0.621344
0.990099	0.363729	0.679339
1	0.5	0.737334
1.0099	0.639475	0.711572
1.0198	0.77895	0.685809
1.0297	0.863235	0.619066
1.0396	0.946393	0.551486
1.0495	0.987307	0.490193
1.05941	1.02646	0.429161
1.06931	1.04772	0.383654
1.07921	1.06783	0.339138
1.08911	1.08172	0.306239
1.09901	1.09507	0.274349
1.10891	1.10636	0.249842
1.11881	1.11742	0.226154
1.12871	1.12782	0.207151
