# Testing Accessors...
# 
#   No of frequencies : 1
#    No of harmonics  : 1
#     F(0)            : 0.5
#    test get_f(freq) : 0
#     F0              : 1
#     min_Ck          : 1e-05
#     totalJ          : 29
#     Vn              : 1 + 0 i
#     Vs              : 1 + 0 i
#     Zt              : 1 + 0 i
# 
# Testing data return...
#     get_Ck(1)    : -1.49494e-10 + 0 i
# 
# Testing add_harmonic(0)...
#     No of harmonics : 2
#     get_Ck(1)    : -3.97506e-09 + 0 i
# 
# 
# Testing add_frequency(0.51)
#     No of Frequencies : 2
#     get_Ck(1)    : 0.000191619 + 0 i
# 
# 
# Testing add_harmonic(1)...
#     No of harmonics : 2
#     get_no_Ck()  : 811
#     get_Ck(1)    : 1.03693e-05 + -0 i
# 
#     Test get_f(freq) : -1
#     Test get_freq(f, h) : 1.02
-9.66	-1.02163e-05	0
-8.66	1.03693e-05	-0
-10.14	1.46707e-05	0
-9.64	-3.34601e-05	0
-9.14	-2.67451e-05	0
-8.64	8.10912e-05	0
-8.14	1.50039e-05	0
-7.64	-8.23061e-05	0
-7.14	1.23487e-05	0
-6.64	-5.36144e-05	0
-6.14	5.29564e-05	0
-5.64	2.28464e-05	0
-5.14	5.59918e-05	0
-4.64	3.341e-05	0
-4.14	3.08989e-05	0
-3.64	1.72331e-05	0
-3.14	1.13834e-05	0
-9.13	2.11228e-05	-0
-8.63	1.68838e-05	-0
-8.13	-5.11916e-05	0
-7.13	5.19586e-05	-0
-6.13	3.3846e-05	-0
-5.63	-3.34306e-05	0
-5.13	-1.44226e-05	0
-4.63	-3.53467e-05	0
-4.13	-2.10912e-05	0
-3.63	-1.9506e-05	0
-3.13	-1.0879e-05	0
-10.62	1.03639e-05	-0
-10.12	3.24475e-05	-0
-9.62	-5.76875e-05	0
-9.12	-9.84526e-05	0
-8.62	0.000224545	-0
-8.12	0.000179482	-0
-7.62	-0.000544189	0
-7.12	-0.000100688	0
-6.62	0.000552342	-0
-6.12	-8.28697e-05	0
-5.62	0.000359797	-0
-5.12	-0.000355381	0
-4.62	-0.000153318	0
-4.12	-0.000375751	0
-3.62	-0.000224208	0
-3.12	-0.000207357	0
-2.62	-0.000115649	0
-2.12	-7.63923e-05	0
-1.62	-3.86871e-05	0
-1.12	-2.10442e-05	0
-10.11	-1.08351e-05	0
-9.61	-3.39227e-05	0
-9.11	6.03101e-05	0
-8.61	0.000102929	0
-8.11	-0.000234753	0
-7.61	-0.000187641	0
-7.11	0.00056893	0
-6.61	0.000105266	0
-6.11	-0.000577453	0
-5.61	8.66372e-05	0
-5.11	-0.000376155	0
-4.61	0.000371538	0
-4.11	0.000160289	0
-3.61	0.000392834	0
-3.11	0.000234402	0
-2.61	0.000216784	0
-2.11	0.000120906	0
-1.61	7.98654e-05	0
-1.11	4.0446e-05	0
-0.61	2.20009e-05	0
-0.11	1.01673e-05	0
-10.1	4.218e-05	0
-9.6	-5.69526e-05	0
-9.1	-0.000178309	0
-8.6	0.00031701	0
-8.1	0.000541026	0
-7.6	-0.00123394	0
-7.1	-0.000986304	0
-6.6	0.00299048	0
-6.1	0.000553312	0
-5.6	-0.00303528	0
-5.1	0.000455393	0
-4.6	-0.00197719	0
-4.1	0.00195292	0
-3.6	0.000842529	0
-3.1	0.00206486	0
-2.6	0.00123209	0
-2.1	0.00113949	0
-1.6	0.000635523	0
-1.1	0.000419798	0
-0.6	0.000212597	0
-0.1	0.000115644	0
0.4	5.34426e-05	0
0.9	2.54014e-05	0
1.4	1.08148e-05	0
-10.59	1.13613e-05	-0
-10.09	-1.07128e-05	0
-9.59	-6.15483e-05	0
-9.09	8.31042e-05	-0
-8.59	0.000260184	-0
-8.09	-0.000462574	0
-7.59	-0.000789454	0
-7.09	0.00180054	-0
-6.59	0.0014392	-0
-6.09	-0.00436365	0
-5.59	-0.000807383	0
-5.09	0.00442902	-0
-4.59	-0.000664501	0
-4.09	0.00288508	-0
-3.59	-0.00284967	0
-3.09	-0.0012294	0
-2.59	-0.00301301	0
-2.09	-0.00179784	0
-1.59	-0.00166272	0
-1.09	-0.000927343	0
-0.59	-0.000612561	0
-0.09	-0.000310218	0
0.41	-0.000168745	0
0.91	-7.79825e-05	0
1.41	-3.70652e-05	0
1.91	-1.57807e-05	0
-10.08	3.33522e-05	-0
-9.58	-3.14483e-05	0
-9.08	-0.000180681	0
-8.58	0.00024396	-0
-8.08	0.000763795	-0
-7.58	-0.00135793	0
