# QTMix Mixer Data
# 
# Globals:
#    Temperature     : 2.5 K
#    Z0              : 13.7 Ohms
#    IF Z0           : 13.7 Ohms
# 
# Operating Point:
#    Bias            : 2.2 mV
#    LO Freq         : 663.359 GHz
#    LO Voltage      : 798.982 nW
#    LO Temperature  : 0 K
#    IF Freq         : 5 GHz
#    Harmonics : 3
# 
# Junction Properties:
#    IV data file    : /data/simulations/balance/mixer/31Jul03_unpump.IV
#    KK data file    : /data/simulations/balance/mixer/31Jul03_unpump.KK
#    Rn              : 7 Ohm
#    Capacitance     : 130 fF
# 
# Material Properties:
#    Dielectric constant         : 5.8
#    Dielectric loss             : 4 10e-4
#    Superconductor Tc           : 9.23 K
#    Superconductor Vgap         : 2.95 mV
#    Superconductor RhoN         : 5 uOhm cm
#    Superconductor thickness    : 0.4 um
#    Metal Resistivity           : 2.69 uOhm cm
#    Metal thickness             : 0.4 um
# 
# Tuner:
#    Input strip top conductor   : Superconductor
#    Input strip ground plane    : Superconductor
#    Input strip width           : 10 um
#    Input strip length          : 48.5 um
#    Input strip height          : 0.42 um
#    Input strip Z0 at LO freq   : 7.04 ?
#    Input strip Phase at LO freq: 106.31 °
#    Tuner strip top conductor   : Superconductor
#    Tuner strip ground plane    : Superconductor
#    Tuner strip width           : 7 um
#    Tuner strip length          : 12.5 um
#    Tuner strip height          : 0.2 um
#    Tuner strip Z0 at LO freq   : 5.67 ?
#    Tuner strip Phase at LO freq: 31.90 °
# 
# RF Choke:
#    Enabled : Yes
#    Top conductor   : Superconductor
#    Ground plane    : Superconductor
#    Width           : 2 um
#    Length          : 39 um
#    Height          : 0.42 um
#    Radius          : 30 um
#    Angle           : 180 deg
# 
# Scan variable : LO Frequency
# 
# X Axis | Unpump DC | Unpump KK | Pump DC | LSB Gain | USB Gain | IF Output | Noise Temp | LO Fundamental Current | Junction 1 Zemb | Junction 2 Zemb
497	916.22	0.755767	0.169923	0.163505	0.166869	17.2114	103.144	0.747065	0.166115 -0.0687839	0.795563 0.190722
500	921.75	0.755696	0.17067	0.170049	0.173736	17.8066	102.492	0.749765	0.167475 -0.0575104	0.813183 0.194529
503	927.28	0.755626	0.171461	0.177186	0.181208	18.4476	101.803	0.75226	0.169031 -0.0460718	0.831218 0.197775
506	932.81	0.755556	0.172289	0.184744	0.189106	19.1175	101.094	0.754533	0.170797 -0.0344653	0.849649 0.200427
509	938.341	0.755487	0.173154	0.192625	0.197331	19.8069	100.374	0.756572	0.172783 -0.0226881	0.868458 0.202454
512	943.871	0.755418	0.174051	0.200218	0.205245	20.4533	99.653	0.758363	0.175002 -0.0107381	0.887623 0.203822
515	949.401	0.75535	0.174975	0.206508	0.211784	20.9547	98.9439	0.759892	0.177468 0.00138634	0.907119 0.204502
518	954.932	0.755281	0.175918	0.211014	0.21645	21.2666	98.2516	0.761138	0.180193 0.0136863	0.926916 0.204463
521	960.462	0.755214	0.176871	0.213804	0.219325	21.3959	97.5535	0.762084	0.183192 0.0261625	0.946983 0.203677
524	965.992	0.755146	0.177831	0.215762	0.221326	21.4245	96.8006	0.762714	0.186479 0.0388147	0.967286 0.202116
527	971.522	0.755079	0.178792	0.218579	0.224215	21.5178	95.9693	0.763013	0.190068 0.0516424	0.987785 0.199757
530	977.053	0.755013	0.17976	0.223529	0.229324	21.7933	95.0331	0.762968	0.193974 0.0646444	1.00844 0.196577
533	982.583	0.754946	0.180743	0.232273	0.238362	22.3951	93.9542	0.762574	0.198212 0.0778188	1.02921 0.192557
536	988.113	0.754881	0.181747	0.245753	0.252302	23.3971	92.7346	0.761819	0.202798 0.0911632	1.05004 0.187684
539	993.644	0.754815	0.18278	0.264219	0.271432	24.8132	91.4159	0.760696	0.207747 0.104674	1.07089 0.181944
542	999.174	0.75475	0.183856	0.287808	0.295912	26.6369	90.0161	0.759206	0.213074 0.118349	1.09171 0.175332
545	1004.7	0.754685	0.184977	0.314165	0.323257	28.6252	88.5524	0.757345	0.218797 0.132183	1.11245 0.167845
548	1010.23	0.754621	0.186132	0.339171	0.349138	30.4024	87.0785	0.755098	0.224931 0.146171	1.13305 0.159484
551	1015.76	0.754557	0.187309	0.362158	0.372859	31.9315	85.6395	0.752449	0.231491 0.160308	1.15347 0.150259
554	1021.29	0.754493	0.188499	0.384078	0.395437	33.3134	84.2445	0.749391	0.238495 0.174588	1.17365 0.14018
557	1026.83	0.754429	0.189699	0.406068	0.418069	34.6539	82.8902	0.745919	0.245958 0.189006	1.19354 0.129266
560	1032.36	0.754366	0.19091	0.429712	0.442424	36.0863	81.565	0.742036	0.253898 0.203555	1.2131 0.11754
563	1037.89	0.754304	0.192135	0.454989	0.468469	37.5981	80.2573	0.737744	0.262332 0.218228	1.23227 0.105029
566	1043.42	0.754241	0.193371	0.480825	0.495018	39.0912	78.9693	0.733039	0.271275 0.233017	1.25102 0.0917643
569	1048.95	0.754179	0.194609	0.506432	0.521236	40.5055	77.7105	0.727915	0.280747 0.247917	1.26931 0.0777835
572	1054.48	0.754118	0.195846	0.535241	0.550736	42.1211	76.4816	0.722372	0.290764 0.262918	1.2871 0.0631263
575	1060.01	0.754056	0.197085	0.569378	0.585758	44.094	75.2769	0.716416	0.301345 0.278014	1.30437 0.0478357
578	1065.54	0.753995	0.198331	0.60264	0.619823	45.9347	74.1095	0.710051	0.312508 0.293197	1.32109 0.0319574
581	1071.07	0.753934	0.199576	0.632456	0.650189	47.4639	73.0002	0.703276	0.324275 0.308458	1.33725 0.0155388
584	1076.6	0.753874	0.200812	0.669438	0.688119	49.4867	71.9159	0.696099	0.336665 0.32379	1.35282 -0.00137188
587	1082.13	0.753814	0.202075	0.679237	0.698262	49.4693	70.8463	0.688549	0.349701 0.339184	1.36782 -0.0187261
590	1087.66	0.753754	0.203327	0.686916	0.705192	49.2886	69.8938	0.68056	0.363406 0.354632	1.38224 -0.0364763
593	1093.19	0.753694	0.204519	0.614232	0.629658	43.4768	69.0482	0.672152	0.377804 0.370124	1.39609 -0.0545763
596	1098.72	0.753635	0.205621	0.52202	0.533137	36.5239	68.5075	0.663222	0.392921 0.385652	1.40938 -0.0729823
599	1104.25	0.753576	0.206473	0.318094	0.320886	22.148	69.0214	0.653674	0.408787 0.401205	1.42213 -0.0916541
602	1109.78	0.753518	0.206442	0.153967	0.151817	10.8168	71.249	0.643406	0.425432 0.416773	1.43436 -0.110555
605	1115.31	0.753459	0.205252	0.10866	0.105788	7.87783	74.468	0.633002	0.442889 0.432344	1.44611 -0.129654
608	1120.84	0.753401	0.204229	0.153728	0.151854	11.6468	76.6975	0.623627	0.461194 0.447904	1.45741 -0.148924
611	1126.37	0.753343	0.204129	0.2775	0.279404	21.6001	77.3077	0.614684	0.480385 0.463439	1.4683 -0.168345
614	1131.9	0.753286	0.204809	0.457872	0.466048	35.9315	77.0982	0.60571	0.500505 0.478934	1.47882 -0.187903
617	1137.43	0.753229	0.205742	0.555767	0.568271	43.4384	76.4397	0.596588	0.5216 0.494367	1.48901 -0.207592
620	1142.96	0.753172	0.2068	0.630736	0.645803	48.8404	75.6274	0.587218	0.543719 0.509719	1.49891 -0.227414
623	1148.49	0.753115	0.2079	0.704353	0.721727	53.9779	74.7899	0.577665	0.566915 0.524962	1.50858 -0.247375
626	1154.02	0.753059	0.209049	0.757242	0.776769	57.4001	73.8959	0.568006	0.591247 0.540069	1.51806 -0.267494
629	1159.55	0.753003	0.210252	0.823875	0.84564	61.7137	72.9787	0.558223	0.616777 0.555004	1.52739 -0.287795
632	1165.08	0.752947	0.211487	0.869844	0.893123	64.3754	72.0791	0.548354	0.643572 0.569728	1.53661 -0.308311
635	1170.61	0.752891	0.212739	0.923476	0.948458	67.5237	71.1931	0.538424	0.671705 0.584194	1.54577 -0.329086
638	1176.14	0.752836	0.214025	0.96233	0.988613	69.5335	70.3344	0.528467	0.701252 0.598346	1.55489 -0.350169
641	1181.67	0.752781	0.215317	0.990853	1.01778	70.7491	69.5131	0.518505	0.732297 0.612122	1.56402 -0.37162
644	1187.2	0.752726	0.216613	1.0131	1.04052	71.5173	68.7324	0.508578	0.764927 0.625446	1.57316 -0.393508
647	1192.73	0.752671	0.217912	1.03169	1.0595	72.034	67.9888	0.498721	0.799235 0.638232	1.58235 -0.415909
650	1198.26	0.752617	0.219215	1.04966	1.07787	72.5181	67.2793	0.488971	0.835317 0.650378	1.59159 -0.438908
653	1203.79	0.752563	0.220526	1.06928	1.09799	73.1264	66.6005	0.479365	0.873275 0.661769	1.60087 -0.462599
656	1209.32	0.752509	0.221845	1.08774	1.1169	73.6622	65.9523	0.46994	0.913214 0.672268	1.61019 -0.487084
659	1214.85	0.752456	0.223171	1.10337	1.13284	74.0162	65.3367	0.46074	0.955242 0.681719	1.61951 -0.51247
662	1220.38	0.752402	0.2245	1.11441	1.14396	74.0785	64.7563	0.451809	0.999464 0.68994	1.6288 -0.538872
665	1225.92	0.752349	0.225824	1.11825	1.14752	73.6879	64.2148	0.443197	1.04599 0.696722	1.63799 -0.566412
668	1231.45	0.752297	0.227136	1.1166	1.14532	72.9723	63.7137	0.434956	1.09492 0.701826	1.64702 -0.595213
671	1236.98	0.752244	0.228429	1.11102	1.13897	72.0424	63.2523	0.42714	1.14635 0.704979	1.65576 -0.625405
674	1242.51	0.752192	0.229699	1.1022	1.12923	70.949	62.8294	0.419805	1.20036 0.705866	1.66412 -0.657116
677	1248.04	0.752139	0.230941	1.09261	1.11864	69.8517	62.4435	0.413005	1.25702 0.704133	1.67193 -0.690473
680	1253.57	0.752088	0.232152	1.0811	1.10596	68.6751	62.0955	0.406801	1.31637 0.699375	1.67902 -0.725598
683	1259.1	0.752036	0.233322	1.06371	1.08709	67.1711	61.7899	0.401253	1.37842 0.691138	1.68517 -0.762606
